datetime,user,msg
2019-08-29 12:32:00,SubTain Malik,Jitny m ap comfortable hn utny
2019-08-29 12:32:00,SubTain Malik,Hush ab?
2019-08-29 12:32:00,Malik,🤣🤣
2019-08-29 12:32:00,Malik,Nii
2019-08-29 12:32:00,Malik,ap btayen
2019-08-29 12:32:00,SubTain Malik,Mje ap chaeyae zyada r ek beti
2019-08-29 12:32:00,SubTain Malik,Ap jesi
2019-08-29 12:32:00,SubTain Malik,♥
2019-08-29 12:32:00,Malik,No beta ?
2019-08-29 12:33:00,Malik,Thek h phr bss
2019-08-29 12:33:00,Malik,ek e beti
2019-08-29 12:33:00,Malik,Ekloti
2019-08-29 12:33:00,Malik,done h gaya
2019-08-29 12:33:00,Malik,🤣🤣🤣
2019-08-29 12:33:00,SubTain Malik,Ahoo fer uny kena ay
2019-08-29 12:33:00,SubTain Malik,Menu pra chaeda
2019-08-29 12:33:00,SubTain Malik,😂 😂
2019-08-29 12:33:00,Malik,😂😂
2019-08-29 12:33:00,Malik,Phr hamy bhai dena pry g usy
2019-08-29 12:33:00,SubTain Malik,😂 😂
2019-08-29 12:33:00,Malik,phly e da dy g 😂😂
2019-08-29 12:33:00,SubTain Malik,😂
2019-08-29 12:33:00,SubTain Malik,Aysy keh rhin jese anda dena hai apny
2019-08-29 12:33:00,SubTain Malik,😂 😂 😂
2019-08-29 12:33:00,SubTain Malik,🤭🤭🤭
2019-08-29 12:34:00,Malik,3 bachy ?  agr phly 2 normal hwy to
2019-08-29 12:34:00,Malik,hty t andy e hain 🤣🤣
2019-08-29 12:34:00,Malik,Gandy andy 😂😂😂😂😂😂😂
2019-08-29 12:34:00,SubTain Malik,Jinj tu razi meri koji jae jaan
2019-08-29 12:34:00,SubTain Malik,😂 😂 😂
2019-08-29 12:34:00,Malik,thek ha
2019-08-29 12:34:00,SubTain Malik,Dil kr rha chumi ka
2019-08-29 12:34:00,SubTain Malik,Mgr m lab m hn
2019-08-29 12:34:00,SubTain Malik,Office m b aysa e hna krna
2019-08-29 12:34:00,Malik,Or mera dil kr rha
2019-08-29 12:35:00,SubTain Malik,Fer m break ly ky kar a jana krna
2019-08-29 12:35:00,SubTain Malik,G?
2019-08-29 12:35:00,Malik,ap bss mry huty apko zor s apny oper leta k huggi krtti
2019-08-29 12:35:00,Malik,ni over ne hna tb zydaa
2019-08-29 12:35:00,SubTain Malik,Kpron m yaaan ahooo 😉?
2019-08-29 12:35:00,Malik,Aho 🤣
2019-08-29 12:35:00,SubTain Malik,Apka e hoon janii kesi bt kr rhin?
2019-08-29 12:35:00,SubTain Malik,Ahammm ahammmm
2019-08-29 12:36:00,Malik,ni mry pass hty likhna th **
2019-08-29 12:36:00,Malik,Aho 🤣
2019-08-29 12:36:00,SubTain Malik,Utho un
2019-08-29 12:36:00,SubTain Malik,Roti khao ty mere dodo nu fill karo
2019-08-29 12:37:00,Malik,w already full hai 😉🤣
2019-08-29 12:37:00,SubTain Malik,Awin kam kha kha ky flat e na ho jaeyu :p... Fer m ki karan ga
2019-08-29 12:37:00,Malik,ni ni moty hain 😉
2019-08-29 12:37:00,SubTain Malik,Hn ap thek tarah khaya kryn naw
2019-08-29 12:37:00,SubTain Malik,Aysa na ho apki dieting ky chakar m flat ho jyn
2019-08-29 12:38:00,SubTain Malik,😂 Acha g
2019-08-29 12:38:00,SubTain Malik,Wese mje pta hai dba ky check keye thy car m 😉
2019-08-29 12:38:00,Malik,🤣🤣
2019-08-29 12:38:00,Malik,Pee k b dek lena
2019-08-29 12:38:00,SubTain Malik,<Media omitted>
2019-08-29 12:38:00,Malik,mjy yd agaya ap ksy peety 🤣🤣🤣🤣
2019-08-29 12:38:00,Malik,Daba daba k 😂😂😂
2019-08-29 12:39:00,Malik,cutiee ♥♥
2019-08-29 12:39:00,SubTain Malik,😂 😂 😂 Toh aysy e aty bhr
2019-08-29 12:39:00,Malik,hahahhaha kia ??
2019-08-29 12:39:00,SubTain Malik,♥ :p
2019-08-29 12:39:00,SubTain Malik,Dood
2019-08-29 12:39:00,SubTain Malik,Dodo
2019-08-29 12:39:00,SubTain Malik,Dba dba ky
2019-08-29 12:39:00,Malik,🤣🤣🤣
2019-08-29 12:39:00,SubTain Malik,Apko adat dal raha
2019-08-29 12:39:00,SubTain Malik,Bachy dbayen tb masla na ho apko phr
2019-08-29 12:39:00,SubTain Malik,😂 😂 😂
2019-08-29 12:39:00,Malik,adt h chuki v ha mjy
2019-08-29 12:40:00,Malik,hayy bachy t nipple p bite ker jaty Ahhhh
2019-08-29 12:40:00,SubTain Malik,M b krta hn
2019-08-29 12:40:00,Malik,Han
2019-08-29 12:40:00,Malik,ap t mre jan ha
2019-08-29 12:40:00,SubTain Malik,Ni car m ni pee skty koji
2019-08-29 12:40:00,SubTain Malik,Wo bhi jaan hony mama ki jaan ♥
2019-08-29 12:40:00,Malik,Han i knw
2019-08-29 12:40:00,Malik,Han
2019-08-29 12:40:00,SubTain Malik,Soo sweet
2019-08-29 12:41:00,Malik,M y soch re the ap mry sth sex ne kr skty
2019-08-29 12:41:00,SubTain Malik,Shadi ky bd.?
2019-08-29 12:41:00,Malik,han
2019-08-29 12:41:00,SubTain Malik,😂 😂
2019-08-29 12:41:00,SubTain Malik,Q?
2019-08-29 12:41:00,Malik,Drd hte h itne
2019-08-29 12:41:00,Malik,r ap s deka ne jana ap m khna rhny d m ne krta
2019-08-29 12:41:00,SubTain Malik,♥
2019-08-29 12:42:00,SubTain Malik,R apny phr mera rape kr ky kehna lyn apse ni hta m ny kr dia
2019-08-29 12:42:00,SubTain Malik,😋
2019-08-29 12:42:00,Malik,🤣🤣🤣🤣🤣
2019-08-29 12:42:00,Malik,Hud ha
2019-08-29 12:42:00,SubTain Malik,😂 😂 😂
2019-08-29 12:42:00,SubTain Malik,Kr lyn gyn jani sex
2019-08-29 12:42:00,SubTain Malik,Tension na lyn ap
2019-08-29 12:42:00,SubTain Malik,Liplock lga ky ho jyga
2019-08-29 12:42:00,SubTain Malik,Mazy wala
2019-08-29 12:43:00,Malik,1st night p
2019-08-29 12:43:00,Malik,?
2019-08-29 12:43:00,Malik,Ahhh apke mushakat h ge phr
2019-08-29 12:43:00,SubTain Malik,G yan toh phr after walima
2019-08-29 12:43:00,SubTain Malik,Koi gal ni
2019-08-29 12:43:00,Malik,thek ha
2019-08-29 12:43:00,SubTain Malik,♥
2019-08-29 12:43:00,Malik,thek h 😂😂😂
2019-08-29 12:43:00,SubTain Malik,Apny bomb 💣 lag rhy hona kahan control hona first ni8 py
2019-08-29 12:43:00,SubTain Malik,😂 😂 😂
2019-08-29 12:43:00,Malik,🤣🤣
2019-08-29 12:44:00,SubTain Malik,But apki hushi ky agay kia keh skta m
2019-08-29 12:44:00,Malik,Ap mera lehnga khd utary gy ?
2019-08-29 12:44:00,Malik,hahaha ni apke hushi phly ☺👊🏻
2019-08-29 12:44:00,SubTain Malik,Ahhhhhhh 😉 G
2019-08-29 12:44:00,Malik,😂
2019-08-29 12:44:00,Malik,Jewelry b !!
2019-08-29 12:44:00,SubTain Malik,Hayeee enna pyar ♥
2019-08-29 12:44:00,Malik,?
2019-08-29 12:44:00,Malik,g
2019-08-29 12:44:00,SubTain Malik,Ni jewelry ni
2019-08-29 12:44:00,Malik,q ?
2019-08-29 12:44:00,SubTain Malik,Wo pehni rehny dyn gy
2019-08-29 12:44:00,SubTain Malik,Sex in jewelry 😉
2019-08-29 12:44:00,Malik,Ni naw w tng kry ge
2019-08-29 12:44:00,Malik,hahahha
2019-08-29 12:44:00,SubTain Malik,In out ho ga toh awazin ain gin
2019-08-29 12:45:00,SubTain Malik,Chan Chan ki
2019-08-29 12:45:00,Malik,hahahaha pgl
2019-08-29 12:45:00,Malik,nai nai
2019-08-29 12:45:00,SubTain Malik,😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 99
2019-08-29 12:45:00,SubTain Malik,😂 😂 😂
2019-08-29 12:45:00,Malik,ap utar dena
2019-08-29 12:45:00,SubTain Malik,Done
2019-08-29 12:45:00,Malik,Hayyy ♥
2019-08-29 12:45:00,SubTain Malik,Chalyn ab uthyn
2019-08-29 12:45:00,SubTain Malik,Brush kryn
2019-08-29 12:45:00,SubTain Malik,R bread py jam lga ky khayen
2019-08-29 12:45:00,Malik,Jb ap n aysa kehna n mry pass a k shdi k bd  uthy
2019-08-29 12:46:00,Malik,t ma n apko apny opr khainch lena krnaa or ap n kehna h ab na uthna🤣
2019-08-29 12:46:00,SubTain Malik,😂 😂 😂
2019-08-29 12:46:00,SubTain Malik,Koji apk pass a ky ni kehna
2019-08-29 12:46:00,SubTain Malik,Apky sath lete huye kehna r uthana krna apko
2019-08-29 12:47:00,SubTain Malik,M ny uthty e hilana krna apko b ky sath e uthyn
2019-08-29 12:47:00,SubTain Malik,Bass un dino m ni jab ap rat ko late soyen ya thaki hoon sary din ki
2019-08-29 12:47:00,Malik,Aww 🥰
2019-08-29 12:48:00,SubTain Malik,G wo toh abi msgs m b ni uthata jb ap thaki hti ya late sotin
2019-08-29 12:48:00,Malik,G
2019-08-29 12:48:00,SubTain Malik,Ya tbiyt ni thek hti
2019-08-29 12:48:00,Malik,ap t shehzady h mry
2019-08-29 12:48:00,SubTain Malik,Warna sai hoon toh 100 200 msgs kr deta hn uthyn uthyn uthyn
2019-08-29 12:48:00,SubTain Malik,😂 😂 😂
2019-08-29 12:48:00,SubTain Malik,Kan kha leta hn
2019-08-29 12:48:00,SubTain Malik,R hugii kr ker ky masal deta hn
2019-08-29 12:48:00,SubTain Malik,😂 😂 😂
2019-08-29 12:48:00,Malik,pregnancy k last 89 mnths m ap s ruj k hidmat krwani ma n
2019-08-29 12:49:00,Malik,hahhaha aho
2019-08-29 12:49:00,SubTain Malik,Apko kehna ni pry ga dekheyega
2019-08-29 12:49:00,SubTain Malik,You deleted this message
2019-08-29 12:49:00,SubTain Malik,AlhamduLillah ♥
2019-08-29 12:49:00,Malik,Kia dekhun ??
2019-08-29 12:50:00,SubTain Malik,Hidmat ka
2019-08-29 12:50:00,Malik,Hayy
2019-08-29 12:50:00,Malik,Yr bht ai hte
2019-08-29 12:50:00,SubTain Malik,G g apko toh kch zyada e ho gi meri nazuk kali
2019-08-29 12:51:00,Malik,almost 21 bones 🦴 totny p jtna pain hta utna dlvry time pain hta (Normal)
2019-08-29 12:51:00,SubTain Malik,Ufffffffffffff 😖😖😖😖😖😖😖😖😖😖
2019-08-29 12:51:00,Malik,Gg
2019-08-29 12:51:00,Malik,lrky kaha is tklef k smjty yara
2019-08-29 12:51:00,SubTain Malik,Choren kia krny bachy
2019-08-29 12:51:00,Malik,w bss apna kam krty r bsss
2019-08-29 12:51:00,SubTain Malik,Hum ni krty bachy
2019-08-29 12:51:00,Malik,hayye naii bachy t asasa hty pyar ke nishani hty
2019-08-29 12:52:00,SubTain Malik,Ni ni
2019-08-29 12:52:00,SubTain Malik,Itni pain ni sehni apny
2019-08-29 12:52:00,SubTain Malik,No behas
2019-08-29 12:52:00,SubTain Malik,No zid
2019-08-29 12:52:00,SubTain Malik,Mjse ni brdsht ho ga apka drd
2019-08-29 12:52:00,SubTain Malik,Hum beti adopt kr lyn gyn
2019-08-29 12:52:00,SubTain Malik,Done?
2019-08-29 12:52:00,Malik,Itne b bt ne Allah Pak himt dty urat ko is time p
2019-08-29 12:53:00,Malik,nai naii jb w bare h ge t ap k sth mehram na mehram k phada h ga log batain kryn g r bache k b dukh h ga
2019-08-29 12:54:00,SubTain Malik,Ap hn gi na mere sath?
2019-08-29 12:54:00,Malik,Bilkl
2019-08-29 12:54:00,SubTain Malik,R logon ki bton se drna chor dyn m b full try krta hn na daron
2019-08-29 12:54:00,SubTain Malik,Toh phr apko pta ho ga sara
2019-08-29 12:54:00,Malik,Thek ha meri jan
2019-08-29 12:54:00,Malik,Mjy t pata ha jani
2019-08-29 12:55:00,Malik,Ham apny e ker ly g bachy  Ap bss Dua kia kryn apke bd duayen n lagy r Allah pak hamy ulad s nawazy shdi k bd jalde s ♥
2019-08-29 12:55:00,SubTain Malik,Ameen
2019-08-29 12:55:00,SubTain Malik,♥
2019-08-29 12:55:00,SubTain Malik,Ek bt kahon?
2019-08-29 12:55:00,Malik,Sumameen
2019-08-29 12:55:00,Malik,Gg
2019-08-29 12:56:00,SubTain Malik,Mje pele pta hta ap pyar sy smjhany sy smjh jatin toh m itna larta e na yara
2019-08-29 12:56:00,Malik,🤣🤣
2019-08-29 12:56:00,SubTain Malik,Us din ek dfa smjhaya ky apni nzron py control krny ki try kryn
2019-08-29 12:56:00,SubTain Malik,Apny koi phada ni kia koi gussa ni kia
2019-08-29 12:56:00,SubTain Malik,Aram sy accept kr li meri bt
2019-08-29 12:57:00,Malik,G mre jan
2019-08-29 12:57:00,SubTain Malik,R tassali di mje ky agr jani apko ye bt buri lgti toh ainda sy control ki try karon gi
2019-08-29 12:57:00,SubTain Malik,U r very nice yaraaaa
2019-08-29 12:57:00,Malik,G
2019-08-29 12:57:00,Malik,yes i m
2019-08-29 12:57:00,SubTain Malik,I can't describe in words how much u gave pleasure to me with these statements
2019-08-29 12:58:00,SubTain Malik,R usky bd dekha b ni apny hayeeeeeee ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥
2019-08-29 12:58:00,SubTain Malik,Kojiii love you soooo much meriiii jaaannnn
2019-08-29 12:58:00,SubTain Malik,I
2019-08-29 12:58:00,SubTain Malik,Love
2019-08-29 12:58:00,SubTain Malik,You
2019-08-29 12:58:00,SubTain Malik,Soooo
2019-08-29 12:58:00,SubTain Malik,Much
2019-08-29 12:58:00,Malik,Hayy mre jan k toty ♥
2019-08-29 12:58:00,SubTain Malik,Meri
2019-08-29 12:58:00,SubTain Malik,Jaan
2019-08-29 12:58:00,Malik,♥♥♥
2019-08-29 12:58:00,SubTain Malik,Meri koji
2019-08-29 12:58:00,Malik,Love u 2 ♥♥♥
2019-08-29 12:58:00,SubTain Malik,Meri chori
2019-08-29 12:58:00,Malik,mery kojy
2019-08-29 12:58:00,SubTain Malik,Srf 2?
2019-08-29 12:59:00,Malik,Koji kojy ma hamary bachy h jany
2019-08-29 12:59:00,Malik,pata b ne chlnaa
2019-08-29 12:59:00,Malik,dekhna app
2019-08-29 12:59:00,SubTain Malik,😂 😂 😂 😂 😂
2019-08-29 12:59:00,Malik,kab h g kch
2019-08-29 13:00:00,SubTain Malik,Awin pta ni chalna?
2019-08-29 13:00:00,Malik,y j itna pyar dekhaya na ap n abe opr
2019-08-29 13:00:00,Malik,y reall m dekhaya hta n abe
2019-08-29 13:00:00,Malik,t bat zor s huggi s shuro hne the
2019-08-29 13:00:00,Malik,r jumping chl re hne the 😂😂😂😂😂
2019-08-29 13:00:00,SubTain Malik,Real main is sy b zyada dekhaya hai kafi dfa shayed apko yad ni 😔 😒😕😶
2019-08-29 13:01:00,SubTain Malik,Ni ni
2019-08-29 13:01:00,Malik,Yd ha
2019-08-29 13:01:00,Malik,ap k bed p
2019-08-29 13:01:00,SubTain Malik,Zor sy hugi sy start honi thi r m ny thak ky apk oper leta hona tha r udr forehead kiss py htm hni thi
2019-08-29 13:01:00,Malik,or phr kia hta w b yd ha
2019-08-29 13:01:00,Malik,nai apko ma khd e chrg kr dena th 🤣🤣
2019-08-29 13:02:00,SubTain Malik,Usky bager b dekhaya hai real main bhi kojiiiiiiiiiiiiii
2019-08-29 13:02:00,Malik,yd h mry jan
2019-08-29 13:02:00,SubTain Malik,End bta rha hn
2019-08-29 13:02:00,SubTain Malik,Jb ap kehtin aysy e lete rhy
2019-08-29 13:02:00,Malik,Han sb kch krny k bd end ya hna h
2019-08-29 13:02:00,Malik,Han
2019-08-29 13:03:00,SubTain Malik,😂 😂 😂 😂
2019-08-29 13:03:00,Malik,bht dil krta ap aysy lety
2019-08-29 13:03:00,SubTain Malik,It's soo sweet of you
2019-08-29 13:03:00,Malik,♥
2019-08-29 13:03:00,SubTain Malik,Chlyn uth jyn janii
2019-08-29 13:03:00,Malik,Acha mere jan
2019-08-29 13:03:00,SubTain Malik,Aj toh office main bhi apse e btyn kri jaing
2019-08-29 13:03:00,Malik,🤣🤣
2019-08-29 13:04:00,Malik,acha kryn kam
2019-08-29 13:04:00,Malik,rt k kryn g sex 🤣🤣👊🏻
2019-08-29 13:04:00,SubTain Malik,Ijazat h?
2019-08-29 13:04:00,Malik,Ijazat ha
2019-08-29 13:05:00,SubTain Malik,😂 😂 😂
2019-08-29 13:05:00,Malik,kryn ab kam apna ap
2019-08-29 13:05:00,Malik,😘
2019-08-29 13:07:00,SubTain Malik,😏
2019-08-29 13:08:00,SubTain Malik,☺ *
2019-08-29 13:45:00,Malik,sibtii
2019-08-29 13:45:00,Malik,suit hrb h gaya 😢😢😢
2019-08-29 13:45:00,SubTain Malik,How?
2019-08-29 13:45:00,Malik,j kal phna th dhuya h ma n
2019-08-29 13:45:00,SubTain Malik,Harab kese ho gya?
2019-08-29 13:45:00,SubTain Malik,R mtlb kia harab ho gya?
2019-08-29 13:47:00,Malik,<Media omitted>
2019-08-29 13:48:00,SubTain Malik,So kamal py call kr lyn
2019-08-29 13:48:00,SubTain Malik,Ni krty toh koi bt ni
2019-08-29 13:48:00,SubTain Malik,Sad mat hoon ap
2019-08-29 13:48:00,SubTain Malik,Hum phr new ly lyn gy
2019-08-29 13:48:00,SubTain Malik,Kch ni hota suit e tha ek..
2019-08-29 13:50:00,Malik,nai
2019-08-29 13:50:00,Malik,<Media omitted>
2019-08-29 13:50:00,SubTain Malik,Kia nai?
2019-08-29 13:50:00,Malik,<Media omitted>
2019-08-29 13:50:00,Malik,aysy hwa h
2019-08-29 13:50:00,SubTain Malik,😂 😂 😂
2019-08-29 13:50:00,Malik,ap k pss bill ha isk@?
2019-08-29 13:50:00,SubTain Malik,Lag raha ketchup giri h
2019-08-29 13:50:00,SubTain Malik,G bill toh ho ga e
2019-08-29 13:52:00,Malik,deky
2019-08-29 13:52:00,Malik,send kry mjy
2019-08-29 13:54:00,Malik,m abe rida sth jtee
2019-08-29 13:54:00,Malik,jaun ?
2019-08-29 13:54:00,SubTain Malik,Ni hai
2019-08-29 13:54:00,SubTain Malik,😂 😂 😂 😂
2019-08-29 13:54:00,Malik,Sibtiii
2019-08-29 13:55:00,SubTain Malik,G
2019-08-29 13:55:00,Malik,bill 😢😢😢
2019-08-29 13:55:00,SubTain Malik,Mere pass srf pele ky din wali hain
2019-08-29 13:55:00,Malik,Yr kaha rkha th bill
2019-08-29 13:55:00,Malik,ap k pass t th
2019-08-29 13:56:00,SubTain Malik,Ni ni mje ni yad ni
2019-08-29 13:56:00,Malik,Wallet chck kryn
2019-08-29 14:00:00,SubTain Malik,Kr lia
2019-08-29 14:00:00,Malik,<Media omitted>
2019-08-29 14:00:00,SubTain Malik,Shopper m ho ga
2019-08-29 14:00:00,Malik,Ni th baby
2019-08-29 14:01:00,SubTain Malik,Pta ni phr gawach gya
2019-08-29 14:02:00,SubTain Malik,Itni pyari lg rhin thin nazar lag gai honi ksi ki 😟
2019-08-29 14:14:00,Malik,g bilkl
2019-08-29 14:19:00,SubTain Malik,😔
2019-08-29 14:19:00,SubTain Malik,Chado koi ni
2019-08-29 14:19:00,SubTain Malik,Tusi na mu bnaiyo
2019-08-29 14:19:00,SubTain Malik,Bass hasdi reya karo
2019-08-29 14:41:00,SubTain Malik,Jana sahi krwany ya ni?
2019-08-29 14:46:00,Malik,jna
2019-08-29 14:48:00,SubTain Malik,Kb?
2019-08-29 14:49:00,Malik,jany lage
2019-08-29 14:52:00,SubTain Malik,Class na choreyega please
2019-08-29 14:52:00,Malik,Ni ni
2019-08-29 14:52:00,Malik,bs j re a re
2019-08-29 14:53:00,SubTain Malik,Paisy hain?
2019-08-29 14:53:00,SubTain Malik,Chowmin b khany hony phr apny
2019-08-29 15:14:00,Malik,G shaid
2019-08-29 15:14:00,Malik,w ap k sth 🤣
2019-08-29 15:14:00,SubTain Malik,Kese?
2019-08-29 15:14:00,SubTain Malik,R kb.?
2019-08-29 15:14:00,Malik,jb jy g
2019-08-29 15:14:00,SubTain Malik,Abi srf ana jana krna..?
2019-08-29 15:14:00,SubTain Malik,Ek suit ky leye itna sab?
2019-08-29 15:15:00,Malik,gg
2019-08-29 15:15:00,Malik,sibti
2019-08-29 15:15:00,SubTain Malik,Agar phr b usny wapis na kia toh?
2019-08-29 15:15:00,Malik,mry khsm.k halal ke kamai ka th
2019-08-29 15:15:00,SubTain Malik,Hayeee ♥ ♥
2019-08-29 15:15:00,Malik,ma n us k mo p mar ana
2019-08-29 15:15:00,SubTain Malik,Larny ka mood bn rha.?
2019-08-29 15:16:00,SubTain Malik,Jldi nikly phr anay jany m e kafi time lg jata
2019-08-29 15:16:00,Malik,gg
2019-08-29 15:16:00,Malik,gg
2019-08-29 15:16:00,SubTain Malik,2 dfa classes chor di hain meri waja sy apny
2019-08-29 15:16:00,Malik,sahded wala
2019-08-29 15:16:00,SubTain Malik,Not anymore
2019-08-29 15:16:00,SubTain Malik,😂 😂 😂 😂 😂
2019-08-29 15:16:00,Malik,ni churnee clss baby
2019-08-29 15:16:00,Malik,m ajau ge
2019-08-29 15:16:00,SubTain Malik,Pagal hain?
2019-08-29 15:16:00,SubTain Malik,Kitny bje jyn gin?
2019-08-29 15:17:00,SubTain Malik,Srf maria ni ja rhi sath?
2019-08-29 15:18:00,Malik,Baby m nkl ge hn
2019-08-29 15:19:00,Malik,ne rida ha
2019-08-29 15:19:00,SubTain Malik,Thek
2019-08-29 15:19:00,SubTain Malik,Dehan sy jyn phr ap
2019-08-29 15:19:00,Malik,thek ha jani
2019-08-29 15:19:00,SubTain Malik,Ride krni share t kr dyn beshak
2019-08-29 15:20:00,Malik,acha
2019-08-29 15:20:00,SubTain Malik,G
2019-08-29 15:20:00,Malik,Hey I booked a Careem! The Captain is Sajid Ali driving a Pearl White Mazda Flair NG ADA-151 mobile number is +923468079074. Follow the link to track the ride http://careem.com/trackride/565di0eb
2019-08-29 15:22:00,SubTain Malik,Khayen gi kia yara?
2019-08-29 15:38:00,Malik,<Media omitted>
2019-08-29 15:38:00,Malik,or sth 1500 ke
2019-08-29 15:39:00,SubTain Malik,Kia 1500?
2019-08-29 15:39:00,Malik,Ke shirt
2019-08-29 15:39:00,SubTain Malik,Exchange ni?
2019-08-29 15:39:00,Malik,exchange b h ge
2019-08-29 15:39:00,Malik,or ek or b la le ya
2019-08-29 15:40:00,SubTain Malik,Jani apny fees b deni h
2019-08-29 15:40:00,SubTain Malik,Ek dfa bn jyn csp officer phr leti raheyega shirts
2019-08-29 15:40:00,Malik,Hahhaha
2019-08-29 15:40:00,SubTain Malik,Priorities set krna sekhyn
2019-08-29 15:40:00,Malik,ap ha naw
2019-08-29 15:40:00,Malik,acha ainda ne lti
2019-08-29 15:40:00,SubTain Malik,Ainda m ly dn ga
2019-08-29 15:40:00,SubTain Malik,Kojiii
2019-08-29 15:41:00,Malik,acha
2019-08-29 15:41:00,SubTain Malik,😂 😂 😂
2019-08-29 15:41:00,SubTain Malik,Naraz na hon
2019-08-29 15:41:00,Malik,☺
2019-08-29 15:41:00,Malik,acha
2019-08-29 15:41:00,SubTain Malik,Just smjha raha ky fees ka issue na ho jy
2019-08-29 16:01:00,Malik,m apko paisy bhj re ap unhy mry accnt m bhj dy plz
2019-08-29 16:05:00,SubTain Malik,Acha
2019-08-29 16:08:00,Malik,accnt ne chl rha mra
2019-08-29 16:08:00,Malik,r fee ma n pay krr d ha
2019-08-29 16:08:00,Malik,sbhaa
2019-08-29 16:10:00,SubTain Malik,Btaya e ni apny
2019-08-29 16:10:00,SubTain Malik,Acha
2019-08-29 16:14:00,Malik,yd ni ra
2019-08-29 16:14:00,Malik,abi dnt prri t btya 🤣
2019-08-29 16:31:00,Malik,mjy minnisoo s perfume la k dna ha
2019-08-29 16:38:00,Malik,r gogls b
2019-08-29 16:39:00,SubTain Malik,Theek
2019-08-29 16:53:00,Malik,rus gy
2019-08-29 16:53:00,Malik,h ge narazgi shuroo ??
2019-08-29 16:53:00,SubTain Malik,Ni jani
2019-08-29 16:53:00,SubTain Malik,Kam kr ln ab
2019-08-29 16:53:00,SubTain Malik,Ghr a ky bt hti
2019-08-29 16:53:00,Malik,thek
2019-08-29 16:53:00,SubTain Malik,Ap na rusa kryn plzzzz bass
2019-08-29 17:10:00,Malik,Q ?
2019-08-29 17:17:00,Malik,<Media omitted>
2019-08-29 17:17:00,Malik,<Media omitted>
2019-08-29 17:17:00,Malik,<Media omitted>
2019-08-29 17:17:00,SubTain Malik,Q ky mje acha ni lgta
2019-08-29 17:18:00,SubTain Malik,Awllaa hain pics ♥ ♥ ♥ ♥
2019-08-29 17:44:00,Malik,ma t rusoo ge
2019-08-29 17:44:00,Malik,☺
2019-08-29 18:34:00,Malik,Hy
2019-08-29 18:34:00,Malik,sorry
2019-08-29 18:34:00,Malik,ma n kaha th naw pory 6 s phly clss m hn ge
2019-08-29 18:35:00,Malik,5:55 m agai the clsss ma
2019-08-29 18:35:00,Malik,sir abe ay
2019-08-29 18:53:00,SubTain Malik,Waja?
2019-08-29 18:54:00,SubTain Malik,That's my girl ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥
2019-08-29 19:10:00,Malik,gg
2019-08-29 19:10:00,Malik,Mrzi mre
2019-08-29 19:10:00,Malik,rusoo ge ne t manaye gy. ksy ?
2019-08-29 19:11:00,SubTain Malik,Manata all time e hn
2019-08-29 19:11:00,SubTain Malik,Rusna zruri thori h.?
2019-08-29 19:11:00,Malik,Han t ap Mian ha Mian ka kam hta ha
2019-08-29 19:12:00,Malik,Begum k mnana
2019-08-29 19:12:00,Malik,Begum k shopping 🛍 bags uthana
2019-08-29 19:12:00,Malik,Bachy uthana
2019-08-29 19:12:00,SubTain Malik,Mje acha lgta ye sb krna
2019-08-29 19:12:00,SubTain Malik,But mnana ni ata mje ye ap sbse behtr jnti
2019-08-29 19:13:00,Malik,Ata t ha
2019-08-29 19:13:00,SubTain Malik,Kb ata yrr
2019-08-29 19:13:00,SubTain Malik,Koi ni ata
2019-08-29 19:13:00,Malik,itny pyr s mnaty ha
2019-08-29 19:13:00,Malik,Huggi kr k
2019-08-29 19:13:00,Malik,but bech m j btmze krty w kam hrb
2019-08-29 19:13:00,SubTain Malik,Ap hi kehtin thin ni ata manana
2019-08-29 19:13:00,SubTain Malik,🤷🏻‍♂
2019-08-29 19:13:00,Malik,ab thura s agaya ha
2019-08-29 19:14:00,SubTain Malik,G ab ap pass jo a gain hain
2019-08-29 19:14:00,Malik,ay hay
2019-08-29 19:14:00,SubTain Malik,Sbse dor srf mere pass ♥
2019-08-29 19:14:00,Malik,hayy sadky
2019-08-29 19:14:00,Malik,yr ap sch m mj s bht pyar krty naw ??
2019-08-29 19:14:00,SubTain Malik,Sorry
2019-08-29 19:15:00,SubTain Malik,Ye words choty hain
2019-08-29 19:15:00,SubTain Malik,Bohat pyar
2019-08-29 19:15:00,SubTain Malik,Ye word mera ishq define ni kr skta apk leyr
